emp_no,first_name,last_name,dept_name,title,from_date,to_date,salary
421032,Aemilian,Trachtenberg,Production,Senior Staff,1994-04-11,9999-01-01,45050
436514,Mahendra,Fritzsche,Sales,Senior Staff,1994-04-11,9999-01-01,52379
443878,Oksana,Sifakis,Marketing,Senior Staff,1994-04-11,9999-01-01,48147
486809,Oldrich,Schmittgen,Sales,Senior Staff,1994-04-11,9999-01-01,79618
79320,Hausi,Ramsay,Production,Senior Engineer,1994-04-10,9999-01-01,72590
81303,Ghassan,Berstel,Sales,Senior Staff,1994-04-10,9999-01-01,70323
102801,Chanjung,Chachaty,Development,Senior Engineer,1994-04-10,9999-01-01,40000
208407,Arto,Kirkerud,Research,Senior Staff,1994-04-10,9999-01-01,63158
230716,Xinglin,Panangaden,Marketing,Senior Staff,1994-04-10,9999-01-01,77088
235661,Along,Menhardt,Sales,Senior Staff,1994-04-10,9999-01-01,81857
249078,Tremaine,Orlowska,Development,Senior Engineer,1994-04-10,9999-01-01,49049
273157,Maik,Valtorta,Human Resources,Senior Staff,1994-04-10,9999-01-01,40000
414442,Jiafu,Ashish,Development,Senior Engineer,1994-04-10,9999-01-01,57184
417042,Basem,Eickenmeyer,Finance,Senior Staff,1994-04-10,9999-01-01,93661
429105,Lunjin,Denna,Development,Senior Engineer,1994-04-10,9999-01-01,40000
432029,Domenick,Georgatos,Quality Management,Senior Engineer,1994-04-10,9999-01-01,40000
469671,Conal,Garrabrants,Production,Senior Engineer,1994-04-10,9999-01-01,49816
25828,Selwyn,Perly,Customer Service,Senior Staff,1994-04-09,9999-01-01,40000
201573,Nikolaus,Herath,Production,Senior Engineer,1994-04-09,9999-01-01,50948
238653,Greger,Segond,Development,Senior Engineer,1994-04-09,9999-01-01,41804
269911,Yakichi,Lienhardt,Marketing,Senior Staff,1994-04-09,9999-01-01,55798
298164,Satyanarayana,Iivonen,Production,Senior Engineer,1994-04-09,9999-01-01,40000
400006,Munenori,Nivat,Marketing,Senior Staff,1994-04-09,9999-01-01,40000
427449,Reuven,Hockney,Quality Management,Senior Engineer,1994-04-09,9999-01-01,40000
462231,Anneke,Albarhamtoshy,Customer Service,Senior Staff,1994-04-09,9999-01-01,85178
487071,Khoa,Klyachko,Sales,Senior Staff,1994-04-09,9999-01-01,76046
499688,Bingning,Perin,Sales,Senior Staff,1994-04-09,9999-01-01,104279
15563,Constantino,Zykh,Customer Service,Senior Staff,1994-04-08,9999-01-01,56239
19511,Jamaludin,Fujisaki,Marketing,Senior Staff,1994-04-08,9999-01-01,69281
27703,Mahmut,Douceur,Production,Senior Engineer,1994-04-08,9999-01-01,60307
31697,Malu,Msuda,Production,Senior Engineer,1994-04-08,9999-01-01,58839
57314,Ymte,Zyda,Production,Senior Engineer,1994-04-08,9999-01-01,59072
67357,Pradeep,Millington,Customer Service,Senior Staff,1994-04-08,9999-01-01,40230
81510,Mamdouh,Penttonen,Sales,Senior Staff,1994-04-08,9999-01-01,40396
101521,Debatosh,Soloway,Production,Senior Engineer,1994-04-08,9999-01-01,47326
263661,Luisa,Kaelbling,Quality Management,Senior Engineer,1994-04-08,9999-01-01,40000
276153,Kazuhito,Copas,Sales,Senior Staff,1994-04-08,9999-01-01,41491
290985,Geraldo,Takanami,Sales,Senior Staff,1994-04-08,9999-01-01,45260
291713,Yishai,Wynblatt,Customer Service,Senior Staff,1994-04-08,9999-01-01,43746
425370,Zijian,Hebert,Development,Senior Engineer,1994-04-08,9999-01-01,40000
435063,Troy,Lenart,Development,Senior Engineer,1994-04-08,9999-01-01,47483
435785,Yongmin,Validov,Sales,Senior Staff,1994-04-08,9999-01-01,58263
456542,Odoardo,Hanabata,Production,Senior Engineer,1994-04-08,9999-01-01,40000
468004,Sanjoy,Koblick,Customer Service,Senior Staff,1994-04-08,9999-01-01,40000
485940,Mayumi,Delgrange,Customer Service,Senior Staff,1994-04-08,9999-01-01,40000
35485,Margo,Tyugu,Customer Service,Senior Engineer,1994-04-07,9999-01-01,41376
43207,Itzchak,Shihab,Customer Service,Senior Staff,1994-04-07,9999-01-01,43618
87200,Shridhar,Skafidas,Production,Senior Engineer,1994-04-07,9999-01-01,49649
97114,Paraskevi,Monkewich,Production,Senior Engineer,1994-04-07,9999-01-01,59226
98453,Huan,Baby,Quality Management,Senior Engineer,1994-04-07,9999-01-01,40000
107620,Gift,Katiyar,Production,Senior Engineer,1994-04-07,9999-01-01,43390
107840,Krister,Hettesheimer,Development,Senior Engineer,1994-04-07,9999-01-01,74188
211901,Oscar,Birjandi,Production,Senior Engineer,1994-04-07,9999-01-01,41972
238644,Sanjoy,Jiang,Customer Service,Senior Staff,1994-04-07,9999-01-01,40000
245717,Chinya,Nergos,Production,Senior Engineer,1994-04-07,9999-01-01,41074
265201,Lakshmi,Walstra,Development,Senior Engineer,1994-04-07,9999-01-01,40000
282776,Kenroku,Angelopoulos,Marketing,Senior Staff,1994-04-07,9999-01-01,71122
416394,Sreenivas,Anguita,Research,Senior Staff,1994-04-07,9999-01-01,43978
433440,Younwoo,Straney,Finance,Senior Staff,1994-04-07,9999-01-01,78350
465027,Valter,Schneeberger,Quality Management,Senior Engineer,1994-04-07,9999-01-01,60815
14911,Xiaobin,Chelton,Production,Senior Engineer,1994-04-06,9999-01-01,62738
16510,Mototsugu,Vecchio,Customer Service,Senior Staff,1994-04-06,9999-01-01,40000
244603,Yuichiro,Naudin,Production,Senior Engineer,1994-04-06,9999-01-01,46489
267540,Danny,Sabnani,Research,Senior Staff,1994-04-06,9999-01-01,45137
101858,Katsuyuki,Nourani,Customer Service,Senior Staff,1994-04-05,9999-01-01,40000
201796,Zengping,Poehlman,Development,Senior Engineer,1994-04-05,9999-01-01,59063
209046,Ennio,Kriebel,Development,Senior Engineer,1994-04-05,9999-01-01,67525
259542,Heekeun,Quaggetto,Sales,Senior Staff,1994-04-05,9999-01-01,58670
268992,Basil,Genther,Sales,Senior Staff,1994-04-05,9999-01-01,69353
281942,Samphel,Byoun,Production,Senior Engineer,1994-04-05,9999-01-01,58272
282270,Val,Giarratana,Production,Senior Engineer,1994-04-05,9999-01-01,46962
402342,Giordano,Collavizza,Production,Senior Engineer,1994-04-05,9999-01-01,46516
485080,Randy,Cochrane,Quality Management,Senior Engineer,1994-04-05,9999-01-01,40000
40660,Piyush,Erbe,Research,Senior Engineer,1994-04-04,9999-01-01,65305
43161,Ranan,Percebois,Development,Senior Engineer,1994-04-04,9999-01-01,40000
80439,Jolita,Calkin,Development,Senior Engineer,1994-04-04,9999-01-01,46011
92517,Mamdouh,Suessmith,Development,Assistant Engineer,1994-04-04,9999-01-01,40000
231665,Gita,Cullers,Development,Senior Engineer,1994-04-04,9999-01-01,40000
291676,Alain,Constantine,Development,Engineer,1994-04-04,9999-01-01,48474
441100,Peternela,Litvinov,Quality Management,Senior Engineer,1994-04-04,9999-01-01,57570
482460,Breannda,Vieri,Production,Senior Engineer,1994-04-04,9999-01-01,55202
28811,Cristinel,Vrecion,Development,Engineer,1994-04-03,9999-01-01,56023
59047,Jiong,Botman,Development,Senior Engineer,1994-04-03,9999-01-01,55318
59107,Anneke,Constantine,Quality Management,Senior Engineer,1994-04-03,9999-01-01,40000
231706,Achilleas,Pettey,Sales,Senior Staff,1994-04-03,9999-01-01,57246
245590,Doowon,Honglei,Development,Senior Engineer,1994-04-03,9999-01-01,40000
271008,Masaru,Plotkin,Development,Senior Engineer,1994-04-03,9999-01-01,62599
282753,Tonia,Ghandeharizadeh,Sales,Senior Staff,1994-04-03,9999-01-01,56725
286898,Susumu,Grabner,Development,Senior Engineer,1994-04-03,9999-01-01,40000
287097,Sigeru,Kisuki,Human Resources,Senior Staff,1994-04-03,9999-01-01,40000
421876,Tzu,Rijckaert,Research,Senior Staff,1994-04-03,9999-01-01,40000
428592,Noritoshi,Diderrich,Development,Senior Engineer,1994-04-03,9999-01-01,51359
459225,Saniya,Baaleh,Customer Service,Senior Staff,1994-04-03,9999-01-01,40000
464001,Shakhar,Lanphier,Production,Senior Engineer,1994-04-03,9999-01-01,61506
32653,Renny,Wielonsky,Sales,Senior Staff,1994-04-02,9999-01-01,81357
40672,Yinlin,Pfau,Development,Senior Engineer,1994-04-02,9999-01-01,52697
64784,Charlene,Boreale,Production,Senior Staff,1994-04-02,9999-01-01,40000
101515,Nahid,Magalhaes,Research,Senior Staff,1994-04-02,9999-01-01,40000
238935,Janalee,Jakobus,Sales,Senior Staff,1994-04-02,9999-01-01,66668
264057,Pranav,Cmelik,Production,Senior Engineer,1994-04-02,9999-01-01,52158
277886,Vishv,Yeung,Development,Assistant Engineer,1994-04-02,9999-01-01,61591
408128,Berna,Puppe,Marketing,Senior Staff,1994-04-02,9999-01-01,57013
427595,Noritoshi,Leijenhorst,Production,Senior Engineer,1994-04-02,9999-01-01,54669
452634,Seongbae,Iacovou,Research,Senior Staff,1994-04-02,9999-01-01,40000
463751,Toshimi,Sommer,Production,Senior Engineer,1994-04-02,9999-01-01,44154
486863,Nathan,Polupanov,Human Resources,Senior Staff,1994-04-02,9999-01-01,40000
490044,Huiqun,Ginneken,Sales,Senior Staff,1994-04-02,9999-01-01,55847
497261,Mohammad,Pillow,Development,Senior Engineer,1994-04-02,9999-01-01,40000
498255,Leif,Billingsley,Customer Service,Senior Staff,1994-04-02,9999-01-01,57275
23323,Siamak,Alvarado,Production,Senior Engineer,1994-04-01,9999-01-01,48952
51413,Changho,Willoner,Sales,Senior Staff,1994-04-01,9999-01-01,41754
216545,Sorina,Danley,Development,Engineer,1994-04-01,9999-01-01,40000
261904,Gurbir,Raczkowsky,Production,Senior Engineer,1994-04-01,9999-01-01,40000
269381,Hugh,Peak,Development,Senior Engineer,1994-04-01,9999-01-01,52255
453316,Gennady,Conde,Development,Senior Engineer,1994-04-01,9999-01-01,60098
472681,Richara,Kilgore,Development,Senior Engineer,1994-04-01,9999-01-01,40000
486840,Volkmar,Picht,Human Resources,Senior Staff,1994-04-01,9999-01-01,40000
497151,Lijia,Litzkow,Marketing,Senior Staff,1994-04-01,9999-01-01,54757
101294,Sakthirel,Speel,Production,Senior Engineer,1994-03-31,9999-01-01,47843
210219,Serif,Encarnacion,Customer Service,Senior Staff,1994-03-31,9999-01-01,40000
211488,Zita,Awdeh,Production,Senior Engineer,1994-03-31,9999-01-01,40000
250477,Pascal,Rando,Production,Engineer,1994-03-31,9999-01-01,83282
439544,Heping,Thiran,Human Resources,Senior Staff,1994-03-31,9999-01-01,52427
45634,Barry,Ghemri,Development,Senior Engineer,1994-03-30,9999-01-01,67342
49954,Taizo,Scharstein,Production,Senior Engineer,1994-03-30,9999-01-01,61159
77455,Atilio,Coullard,Development,Senior Engineer,1994-03-30,9999-01-01,52327
204367,Mitsuyuki,Henders,Production,Senior Engineer,1994-03-30,9999-01-01,40000
231521,Kiam,Koshino,Development,Senior Engineer,1994-03-30,9999-01-01,40000
242428,Uri,Valtorta,Production,Senior Engineer,1994-03-30,9999-01-01,67230
277523,Yuqun,Fabrizio,Development,Senior Engineer,1994-03-30,9999-01-01,40559
292675,Munehiko,Ranze,Sales,Senior Staff,1994-03-30,9999-01-01,88125
418917,Honglan,Deverell,Finance,Senior Staff,1994-03-30,9999-01-01,61592
422638,Susanta,Schwaller,Production,Senior Engineer,1994-03-30,9999-01-01,57733
465134,Marlo,Rullman,Quality Management,Senior Engineer,1994-03-30,9999-01-01,40000
470979,Nahum,dAstous,Development,Senior Engineer,1994-03-30,9999-01-01,69519
479593,Sampalli,Chvatal,Finance,Senior Staff,1994-03-30,9999-01-01,40000
483539,Gurbir,Hiroyama,Development,Senior Engineer,1994-03-30,9999-01-01,40000
489858,Kristen,Iisaku,Research,Senior Staff,1994-03-30,9999-01-01,40000
13396,Chuanyi,Aumann,Customer Service,Senior Staff,1994-03-29,9999-01-01,40000
19036,Sampalli,Vesna,Finance,Senior Staff,1994-03-29,9999-01-01,61331
30285,Parke,Cyre,Production,Senior Engineer,1994-03-29,9999-01-01,40000
225770,Visit,Khasidashvili,Production,Engineer,1994-03-29,9999-01-01,61565
275739,Patricio,Snyers,Sales,Staff,1994-03-29,9999-01-01,60548
276854,Kamran,Rattan,Development,Senior Engineer,1994-03-29,9999-01-01,40000
24397,Shaibal,Shimshoni,Sales,Senior Staff,1994-03-28,9999-01-01,52260
99023,Gill,Kusakabe,Sales,Senior Staff,1994-03-28,9999-01-01,62460
237073,Cheong,Moehrke,Human Resources,Senior Staff,1994-03-28,9999-01-01,40000
238172,Radhia,Vuskovic,Sales,Senior Staff,1994-03-28,9999-01-01,85072
241786,Shaibal,Khamsi,Quality Management,Senior Engineer,1994-03-28,9999-01-01,40000
252476,Youssef,Deverell,Quality Management,Senior Engineer,1994-03-28,9999-01-01,47916
402486,Krassimir,Scharstein,Development,Senior Engineer,1994-03-28,9999-01-01,62856
425336,Poorav,Gammage,Development,Senior Engineer,1994-03-28,9999-01-01,52437
457594,Ebru,Kermarrec,Quality Management,Senior Engineer,1994-03-28,9999-01-01,48334
464906,Sachem,Stille,Development,Senior Engineer,1994-03-28,9999-01-01,50718
62836,Alagu,Ozeri,Production,Senior Engineer,1994-03-27,9999-01-01,65552
73090,Yoshinari,Takkinen,Research,Senior Staff,1994-03-27,9999-01-01,48393
85020,Tiina,Peir,Marketing,Senior Staff,1994-03-27,9999-01-01,66642
107550,Aris,DasSarma,Production,Senior Engineer,1994-03-27,9999-01-01,48975
231705,Fusako,Feldhoffer,Quality Management,Senior Engineer,1994-03-27,9999-01-01,55200
249411,Kwan,Gulik,Sales,Senior Staff,1994-03-27,9999-01-01,84575
255225,Jiang,Irland,Marketing,Senior Staff,1994-03-27,9999-01-01,73104
296836,Xumin,Michaeli,Customer Service,Senior Staff,1994-03-27,9999-01-01,40000
489677,Irene,Gill,Customer Service,Senior Engineer,1994-03-27,9999-01-01,40000
489702,Xiaoqiu,Noriega,Human Resources,Senior Staff,1994-03-27,9999-01-01,47203
265985,Christ,Picaronny,Marketing,Senior Staff,1994-03-26,9999-01-01,45074
298254,Sajjad,Paludetto,Finance,Senior Staff,1994-03-26,9999-01-01,46017
428166,Tzvetan,Mahnke,Development,Technique Leader,1994-03-26,9999-01-01,40000
437230,Theirry,Erie,Research,Senior Staff,1994-03-26,9999-01-01,40000
438718,Shin,Deville,Sales,Senior Staff,1994-03-26,9999-01-01,52469
476478,Rosli,Perez,Production,Senior Engineer,1994-03-26,9999-01-01,51047
32056,Parviz,Lieblein,Sales,Senior Staff,1994-03-25,9999-01-01,74149
59793,Jayson,Tibblin,Sales,Senior Staff,1994-03-25,9999-01-01,64160
62298,Quingbo,Yetto,Sales,Senior Staff,1994-03-25,9999-01-01,49961
239927,Theron,Riefers,Customer Service,Senior Staff,1994-03-25,9999-01-01,74609
257205,Menkae,Heydon,Sales,Senior Staff,1994-03-25,9999-01-01,64166
290537,Mabo,Erbe,Sales,Senior Staff,1994-03-25,9999-01-01,77461
403626,Jaques,Milicia,Finance,Senior Staff,1994-03-25,9999-01-01,51407
420853,Murthy,Bojadziev,Development,Senior Engineer,1994-03-25,9999-01-01,40514
433869,Mang,Kalorkoti,Production,Senior Engineer,1994-03-25,9999-01-01,60312
444650,Cristinel,Ghelli,Development,Senior Engineer,1994-03-25,9999-01-01,57019
461956,Hitomi,Zuberek,Production,Senior Engineer,1994-03-25,9999-01-01,75720
31741,Valeri,Kenevan,Customer Service,Senior Staff,1994-03-24,9999-01-01,40000
42444,Seongbin,Kobuchi,Sales,Senior Staff,1994-03-24,9999-01-01,40000
42663,Lech,Barreiro,Marketing,Senior Staff,1994-03-24,9999-01-01,48741
253217,Subhash,Honiden,Sales,Senior Staff,1994-03-24,9999-01-01,48552
282002,Franziska,Eickenmeyer,Sales,Senior Staff,1994-03-24,9999-01-01,80726
287142,Cedric,McConalogue,Production,Senior Engineer,1994-03-24,9999-01-01,50756
296766,Tristan,Oxman,Production,Senior Engineer,1994-03-24,9999-01-01,40000
421410,Xiaoshan,Schiper,Development,Technique Leader,1994-03-24,9999-01-01,47303
435491,Kristinn,Bashian,Development,Senior Engineer,1994-03-24,9999-01-01,58317
456079,Ayakannu,Kalefeld,Sales,Senior Staff,1994-03-24,9999-01-01,85966
22934,Parviz,Plumb,Sales,Senior Staff,1994-03-23,9999-01-01,91442
84098,Shalesh,Merle,Sales,Senior Staff,1994-03-23,9999-01-01,69295
92133,Tran,Sommer,Production,Senior Staff,1994-03-23,9999-01-01,58003
219152,Kristen,Pouyioutas,Development,Engineer,1994-03-23,9999-01-01,76409
270919,JiYoung,Zweizig,Human Resources,Senior Staff,1994-03-23,9999-01-01,40000
409544,Divine,Hegner,Production,Senior Engineer,1994-03-23,9999-01-01,51297
419180,Shigeaki,Rettelbach,Development,Engineer,1994-03-23,9999-01-01,80594
426193,Huiqun,Rattan,Sales,Senior Staff,1994-03-23,9999-01-01,75063
429367,Kiyomitsu,Schlenzig,Sales,Senior Staff,1994-03-23,9999-01-01,58474
434089,Mamdouh,Bratten,Development,Senior Engineer,1994-03-23,9999-01-01,44226
34597,Jouko,Bolotov,Sales,Senior Staff,1994-03-22,9999-01-01,68624
56159,Zengping,Shumilov,Development,Assistant Engineer,1994-03-22,9999-01-01,52527
62507,Otmar,Mullainathan,Production,Senior Engineer,1994-03-22,9999-01-01,51782
241589,Rutger,Silva,Finance,Senior Staff,1994-03-22,9999-01-01,42143
285800,Barry,Gargeya,Development,Senior Engineer,1994-03-22,9999-01-01,40000
404212,Clyde,Doering,Quality Management,Senior Engineer,1994-03-22,9999-01-01,40000
409967,Duri,Miculan,Production,Senior Engineer,1994-03-22,9999-01-01,47672
456133,Aleksander,Ullian,Development,Senior Staff,1994-03-22,9999-01-01,77469
56049,Felicidad,Waymire,Customer Service,Senior Staff,1994-03-21,9999-01-01,76782
71896,Magdalena,Zobel,Sales,Senior Staff,1994-03-21,9999-01-01,76759
256001,Achilleas,Luby,Research,Senior Staff,1994-03-21,9999-01-01,55732
280370,Mayuko,Vesel,Development,Senior Engineer,1994-03-21,9999-01-01,93615
478395,Wonhee,Bondorf,Customer Service,Senior Staff,1994-03-21,9999-01-01,40000
482856,Sashi,Salvesen,Development,Senior Engineer,1994-03-21,9999-01-01,69654
496480,Wilmer,Farrow,Development,Engineer,1994-03-21,9999-01-01,51439
30601,Gilbert,Cyne,Marketing,Senior Staff,1994-03-20,9999-01-01,66545
64241,Vojin,Gilg,Production,Senior Engineer,1994-03-20,9999-01-01,40000
76977,Sigeru,Stroustrup,Marketing,Senior Staff,1994-03-20,9999-01-01,66149
82318,Branimir,Hashii,Marketing,Senior Staff,1994-03-20,9999-01-01,45105
94775,Moie,Kilgore,Sales,Senior Staff,1994-03-20,9999-01-01,77750
218217,Wuxu,Bernick,Sales,Senior Staff,1994-03-20,9999-01-01,53539
498800,Greger,Escriba,Research,Senior Staff,1994-03-20,9999-01-01,40167
51818,Boriana,Weedman,Finance,Senior Staff,1994-03-19,9999-01-01,46097
70422,Zine,Krichel,Development,Senior Engineer,1994-03-19,9999-01-01,40000
80288,Teiji,Rousseau,Development,Senior Engineer,1994-03-19,9999-01-01,40000
82422,Tesuya,Falby,Marketing,Senior Staff,1994-03-19,9999-01-01,52364
406611,Rafols,Vrecion,Development,Senior Engineer,1994-03-19,9999-01-01,50283
483533,Doowon,Leaver,Human Resources,Senior Staff,1994-03-19,9999-01-01,42750
493748,Mircea,Mayerwieser,Production,Senior Engineer,1994-03-19,9999-01-01,47867
12755,Rildo,Rodite,Human Resources,Senior Staff,1994-03-18,9999-01-01,40196
21288,Nechama,Wendorf,Development,Senior Engineer,1994-03-18,9999-01-01,40000
265857,Make,Conti,Production,Engineer,1994-03-18,9999-01-01,96997
297809,Theirry,Hatcliff,Marketing,Senior Staff,1994-03-18,9999-01-01,72269
411545,Pranav,Sadowsky,Development,Senior Engineer,1994-03-18,9999-01-01,40000
422696,Debatosh,Botman,Finance,Senior Staff,1994-03-18,9999-01-01,85003
430742,Jiong,Scallan,Development,Senior Engineer,1994-03-18,9999-01-01,40000
451166,Kazuyasu,Spataro,Development,Senior Engineer,1994-03-18,9999-01-01,50623
494585,Tomokazu,Erie,Development,Senior Engineer,1994-03-18,9999-01-01,40000
14537,Babette,Engelmann,Quality Management,Senior Engineer,1994-03-17,9999-01-01,48332
19154,Inderjeet,Denna,Marketing,Senior Staff,1994-03-17,9999-01-01,40000
83887,Doohun,Ciolek,Finance,Senior Staff,1994-03-17,9999-01-01,60749
236733,Ziva,Pero,Sales,Senior Staff,1994-03-17,9999-01-01,58380
238578,Neelam,Uhrig,Development,Senior Engineer,1994-03-17,9999-01-01,75247
280220,Hailing,Pollock,Research,Senior Staff,1994-03-17,9999-01-01,40000
417548,Fumiyo,Schaap,Customer Service,Senior Staff,1994-03-17,9999-01-01,40000
437850,Ronnie,Vural,Development,Senior Engineer,1994-03-17,9999-01-01,45677
442114,Ibibia,Mandell,Marketing,Senior Staff,1994-03-17,9999-01-01,60625
445303,Lillian,Angel,Customer Service,Senior Staff,1994-03-17,9999-01-01,40000
450208,Rosalie,Leijenhorst,Marketing,Senior Staff,1994-03-17,9999-01-01,68773
474183,Padma,Garnick,Human Resources,Senior Staff,1994-03-17,9999-01-01,74177
51363,Georgy,Sundgren,Development,Senior Engineer,1994-03-16,9999-01-01,61721
62481,Gererd,Norsworthy,Production,Senior Engineer,1994-03-16,9999-01-01,66594
78229,Tonia,Kalafatis,Production,Senior Engineer,1994-03-16,9999-01-01,62688
87357,Constantijn,Kambil,Quality Management,Senior Engineer,1994-03-16,9999-01-01,73292
235570,Suzette,Swist,Development,Senior Engineer,1994-03-16,9999-01-01,50341
275337,Ortrud,Matzke,Development,Senior Engineer,1994-03-16,9999-01-01,65673
280448,Theron,Aamodt,Sales,Senior Staff,1994-03-16,9999-01-01,87465
492755,Jinpo,Hartvigsen,Production,Senior Engineer,1994-03-16,9999-01-01,52513
17584,Emdad,Coorg,Human Resources,Senior Staff,1994-03-15,9999-01-01,40000
39756,Dmitri,Litecky,Sales,Senior Staff,1994-03-15,9999-01-01,77527
61110,Lihong,Ghemri,Production,Senior Engineer,1994-03-15,9999-01-01,51649
81407,Hsiangchu,Rosin,Human Resources,Senior Staff,1994-03-15,9999-01-01,40000
82379,Sanjai,Bala,Quality Management,Senior Engineer,1994-03-15,9999-01-01,40000
251092,Adas,Chenney,Development,Senior Engineer,1994-03-15,9999-01-01,59201
